ADD TYG 567,3 25235 725182
ADD XAF 440,0 745 359853
ADD MRC 149,4 6336 563035
ADD UTY 650,5 91733 609158
REMOVE QKH 925,1 26414 961630
ADD PKC 32,9 8962 967228
ADD HSC 437,1 16492 881520
REMOVE RMB 963,4 65505 476660
UPDATE BKI BKG 1,2 5007 604961
UPDATE YLK BQP 31,5 53118 864486
UPDATE HFQ UEI 92,3 6960 886972
REMOVE THK 686,9 98342 597098
REMOVE RAH 794,2 25552 313390
ADD GGI 111,3 61338 826491
REMOVE OEX 604,6 95638 459808
REMOVE TWO 513,6 57084 625545
ADD RDC 548,7 74539 580276
UPDATE AIK HDG 68,6 98341 615427
REMOVE ZCN 183,7 54666 551648
UPDATE IUI FCH 78,9 62021 374173
UPDATE EWO XOD 27,0 94772 681984
REMOVE CAC 497,8 12736 522153
REMOVE LEW 836,1 24207 865374
SEARCH SJT 127,4 23883 584604
ADD MYV 313,2 9679 182311
ADD RRU 944,6 44226 882211
UPDATE MEZ XMC 81,1 10222 963275
UPDATE YMD JCV 62,9 80209 527524
REMOVE RAU 131,6 78153 79193
SEARCH FUE 707,1 65222 392323
ADD WEM 33,8 95318 955140
REMOVE ZKG 793,9 6725 278090
REMOVE ZDK 798,7 76223 890510
ADD JRI 861,3 19254 105061
ADD RNS 819,5 29129 727833
UPDATE BNS JRQ 11,1 1056 442632
ADD MJW 689,7 50731 668950
REMOVE FEA 503,4 62646 614166
ADD ONS 610,4 97294 216503
REMOVE FRB 437,0 19659 81689
REMOVE FAP 388,3 8314 943953
ADD WQU 787,5 31273 933224
REMOVE VQE 562,3 27244 742452
SEARCH VEY 103,0 6394 127865
REMOVE ZCP 456,7 5787 275185
SEARCH ZJO 47,7 67821 210084
REMOVE EHN 980,2 68028 803325
REMOVE ZNY 110,8 40104 771440
SEARCH UCB 663,1 27481 771786
ADD NCT 964,4 51519 232076
UPDATE VOR NBI 1,3 48934 675749
SEARCH BFT 49,4 63567 714493
ADD FVJ 139,7 70842 392757
ADD GAP 516,1 84489 681662
ADD ZZZ 569,8 57754 32802
UPDATE FYO ZNL 68,4 25622 47117
ADD UTR 239,7 7130 661068
ADD HKD 599,8 13909 91239
ADD BRN 791,9 28196 208405
REMOVE YSU 81,1 52538 905380
UPDATE VSL VYK 37,5 76920 937879
ADD MYN 346,9 59342 776746
REMOVE LQB 97,9 47602 884027
ADD PCZ 363,2 88355 341471
ADD NPO 364,8 34140 296871
ADD DGT 209,2 35205 305163
ADD QNW 882,8 48024 608982
ADD IGB 352,1 92206 11748
REMOVE LUK 445,3 51595 437926
ADD IIW 147,0 3379 424311
ADD SRY 700,9 31107 310583
ADD GTM 411,6 84095 839049
ADD IQM 661,3 63694 65277
REMOVE LII 953,5 21785 768050
ADD GQX 576,7 38116 65843
SEARCH QMK 437,3 3210 251874
SEARCH SPC 124,6 59973 456688
REMOVE AZX 233,7 36512 638076
UPDATE VOH CLS 86,2 68469 200375
ADD AVD 897,9 62761 615441
ADD QEI 895,2 81768 523754
ADD DFG 67,8 78757 295693
UPDATE NNQ UQA 41,8 25375 510705
UPDATE XXN SPL 51,8 39859 198226
ADD BZE 648,9 99770 689261
SEARCH ETH 591,6 63967 371328
ADD JEU 19,3 24818 284762
REMOVE CJW 640,5 76858 781355
ADD MMJ 378,2 75538 533414
SEARCH YAE 77,7 26940 81051
ADD MCY 351,4 92545 600148
SEARCH YJH 377,0 65335 707602
ADD GDL 215,6 1885 36863
SEARCH ILI 360,9 51136 378772
REMOVE MPZ 991,7 32738 15394
UPDATE OQX MLX 3,2 88780 113456
ADD DBG 816,8 99491 714012
SEARCH RWX 12,2 99931 274510
REMOVE KEJ 510,2 63481 31035
UPDATE SLE NID 19,6 66196 888879
REMOVE AOK 671,6 38472 218353
UPDATE OCF EVH 45,9 32586 453456
ADD XHF 835,5 8928 54189
UPDATE ODN RPF 44,1 66955 885988
REMOVE VLG 460,9 8769 323318
SEARCH JFJ 881,1 30772 794059
SEARCH OUK 303,6 30326 19650
UPDATE RMM OPZ 26,0 83730 470157
UPDATE FME QJA 4,9 48750 662954
REMOVE USJ 487,4 47746 93719
REMOVE RYT 597,2 3020 404587
SEARCH WSU 480,6 49749 122796
ADD VLL 922,9 61157 800983
REMOVE WAL 878,4 45888 173163
REMOVE JJU 364,8 86384 451306
ADD HJB 958,5 35839 971581
ADD SMT 253,4 81488 597793
SEARCH IJZ 820,5 29886 450573
ADD GJX 166,3 40867 401690
REMOVE FSZ 876,8 52574 830502
ADD AMT 872,8 99766 783209
ADD SIR 20,8 73439 401812
SEARCH ACA 840,8 30446 475982
REMOVE MIP 457,0 84749 400642
REMOVE RNN 955,6 75952 437175
UPDATE LAQ NBG 87,1 24975 459085
REMOVE GAI 561,9 14273 48933
REMOVE OYH 160,2 65298 982190
UPDATE JOQ QSO 4,8 94358 887590
SEARCH EKB 769,2 95209 432101
SEARCH SMR 225,7 72125 920966
REMOVE ZLC 999,1 76964 474073
ADD SVK 204,9 13630 165277
REMOVE CGN 276,0 67635 383087
UPDATE MMU WPQ 98,1 23504 569123
UPDATE KSC SPE 8,0 4133 626346
SEARCH SVO 423,1 41497 525160
REMOVE ARU 795,8 17372 671312
ADD WVW 530,4 87478 14090
UPDATE VUY WHQ 92,5 62590 417867
REMOVE ONU 67,3 47109 462647
ADD LOU 867,3 73688 497323
REMOVE ULX 269,1 75179 523621
ADD EMJ 293,7 17085 577818
REMOVE CNQ 698,2 95081 543010
REMOVE NYJ 122,7 25244 32272
REMOVE WUI 798,3 77120 484422
SEARCH NVQ 73,4 48845 708126
REMOVE URW 445,8 4667 135114
REMOVE TKA 124,0 24288 464254
REMOVE DCU 508,9 24991 918586
UPDATE DJK KGG 52,2 73860 27317
SEARCH TYJ 636,5 98344 361777
ADD IFR 297,4 96039 307282
ADD UXU 816,1 32916 40384
REMOVE JVM 201,2 73490 402069
UPDATE EDG BPD 95,5 52764 828425
REMOVE POA 323,2 77848 639394
REMOVE DUJ 577,0 19051 57213
SEARCH TIW 961,4 42144 171241
REMOVE DWJ 7,9 56391 866278
SEARCH SUU 495,1 12226 79823
ADD EHR 473,0 80974 826880
SEARCH LHZ 649,5 20961 67271
SEARCH LMC 963,1 10937 955112
ADD ITY 681,1 10591 749610
ADD LVF 730,5 80555 768789
UPDATE EBY VSC 21,6 5475 356846
ADD HIX 440,9 88678 704984
UPDATE GBN OZH 43,8 59959 805479
ADD JRW 49,7 43254 819780
ADD ZTN 977,5 67064 903329
ADD EHH 248,9 49335 168382
REMOVE NXU 113,9 96616 528243
ADD PTI 594,2 54223 631211
ADD FAE 908,1 70881 100784
REMOVE WAD 908,5 21152 941348
REMOVE AKL 611,0 98512 87392
UPDATE BER ZPX 89,3 69396 498311
SEARCH HHS 918,6 14746 698124
REMOVE ZJY 262,4 42131 775919
SEARCH FDV 765,4 785 736935
ADD TQI 312,2 22513 614021
ADD ZHT 184,3 8727 854967
REMOVE DGK 465,5 55292 976626
ADD YOZ 385,4 48076 568529
SEARCH JYD 630,0 94148 230164
REMOVE QRK 843,5 30502 304606
UPDATE PIA EXI 14,9 32787 696105
ADD LRV 948,9 60266 353009
SEARCH AOK 468,6 25326 532882
UPDATE EOE ABM 83,9 82258 334168
SEARCH VFU 345,7 86334 297301
SEARCH OIX 941,2 48336 185604
REMOVE DIM 255,5 18470 84282
UPDATE LPZ NHG 55,5 41750 43538
REMOVE TAV 334,4 20484 254887
REMOVE GCO 333,5 16922 394666
ADD HVT 131,1 49010 565224
REMOVE YRJ 233,9 13140 489358
SEARCH PDZ 454,6 48964 806943
REMOVE EGY 984,8 64561 849545
ADD EFN 67,2 14196 838150
UPDATE VHH KCR 16,4 61607 204295
REMOVE LZW 682,2 67954 609720
ADD XPI 437,2 29739 665036
ADD GUF 749,4 38048 288309
ADD OZJ 327,0 44527 231555
ADD RFM 508,0 42554 293205
ADD VTP 14,9 25579 228162
ADD NFZ 963,7 74499 888875
ADD YCX 872,3 298 822110
REMOVE KGP 635,1 39509 913731
ADD ANA 74,0 10463 848189
ADD KVU 372,0 26496 972277
UPDATE AXM BYR 52,8 38634 561532
ADD YAE 714,1 54237 531541
ADD LPB 555,7 61660 883859
ADD MDM 663,1 3814 406288
ADD MJA 140,3 85458 900523
UPDATE PUA EFW 97,1 67195 448916
REMOVE SQW 825,5 39596 195395
ADD XGM 921,2 13974 830118
ADD UPR 249,7 66597 791365
REMOVE HUK 984,9 94074 720783
UPDATE LUE GJA 9,8 36775 464722
ADD ROV 259,2 78776 826817
UPDATE UKG ARM 97,2 57550 420141
REMOVE YRH 108,6 22756 110712
ADD HEV 158,3 5999 813575
ADD ZKS 660,9 5469 591619
REMOVE SWK 162,5 51164 116771
ADD REA 1,8 87418 904178
REMOVE YFV 701,9 90132 838521
REMOVE YZQ 298,8 81160 468783
REMOVE BQE 937,7 36566 571557
REMOVE LLN 601,5 43671 577835
ADD OXT 163,7 4210 445739
ADD VEO 546,3 90161 563280
UPDATE TCP UZC 59,8 92215 793534
ADD HFG 674,5 53140 276642
UPDATE KWH YDK 76,5 13692 649821
SEARCH JNQ 838,4 83882 416584
ADD PIY 130,7 89501 208003
UPDATE GST PUB 19,1 4124 724723
UPDATE KMW SLV 2,1 74157 496537
UPDATE LNK LUD 20,1 84713 324909
REMOVE BAF 345,8 60643 585423
SEARCH PBP 623,3 81918 423260
REMOVE XVX 364,1 46604 893508
REMOVE ZEB 246,0 16052 612721
ADD EHJ 46,2 25593 354308
UPDATE IGG CFX 48,8 78000 604290
ADD IBB 822,1 73658 443069
ADD DRY 581,7 48387 525257
UPDATE FZB KUJ 39,3 32994 681016
UPDATE TNK ZQO 66,8 29893 545864
UPDATE FMY LEM 93,9 25101 646618
REMOVE PIT 705,3 36225 361919
ADD WQB 444,8 1747 219420
UPDATE LQG EOC 70,4 61517 780166
SEARCH LFN 382,7 15326 853796
ADD YYD 862,8 30438 542519
UPDATE REX YID 50,6 34327 772283
ADD IQJ 157,2 17314 586657
REMOVE VXU 49,4 59627 383497
REMOVE EIL 611,6 55203 68402
ADD EHJ 535,2 20954 382269
REMOVE MFX 575,1 41451 694157
ADD DNC 892,2 53999 531798
REMOVE XDB 729,0 80572 955723
REMOVE PDI 577,9 48354 420403
REMOVE RRY 138,7 80238 572933
UPDATE MAN KYD 85,7 10811 496755
SEARCH REL 898,5 55819 395783
REMOVE MDV 560,3 30255 56112
UPDATE GHB NEE 65,7 61886 328044
ADD AOB 490,9 42815 304665
REMOVE SVZ 6,6 11784 125678
ADD IHJ 874,2 6097 821735
REMOVE SUR 520,6 44165 270462
ADD WPN 97,0 78596 69650
SEARCH QXM 765,3 89140 299660
ADD PBZ 574,9 16258 167392
ADD NOC 553,2 99489 745295
ADD AFA 504,9 28214 31533
ADD HYO 478,4 42777 937315
ADD ZYV 407,3 11632 361165
ADD ZAO 567,2 58979 759494
REMOVE JPE 843,3 11646 391815
ADD HOI 798,5 9972 150301
ADD TMH 635,8 44189 847632
REMOVE DMF 181,5 16620 173831
ADD CGC 359,2 27900 96495
REMOVE YZD 26,0 14477 744607
ADD LJP 838,9 92110 628873
UPDATE AZV BMB 6,0 23835 59651
ADD IKC 681,4 54679 259160
ADD HPN 522,1 76040 515456
SEARCH IEB 564,3 61267 847919
REMOVE SAQ 428,1 99744 528188
ADD GRB 200,0 4667 112251
REMOVE KJR 525,7 97086 699978
ADD LVW 58,9 77540 304579
ADD VFP 36,5 87819 553019
ADD ZLC 323,5 8567 117620
UPDATE YWB EJJ 5,5 46077 548509
REMOVE LGN 103,1 35614 865006
SEARCH FJD 870,2 24198 283487
ADD ZNQ 447,9 79046 326201
ADD QIV 28,9 42296 843732
ADD MOM 643,7 32277 393956
ADD FMD 561,3 23801 915330
ADD SCH 461,4 23553 151272
UPDATE BJH ASW 44,6 73537 705759
ADD GVE 565,4 6164 842437
REMOVE XCB 490,0 78033 456367
UPDATE CSN IBM 84,2 64651 167291
REMOVE ZQG 721,7 80912 951840
ADD EXV 676,5 37582 855353
ADD XVN 775,8 58349 580044
ADD ARR 238,9 93199 422440
SEARCH ETI 99,8 47554 288800
UPDATE YQC MOU 82,2 13763 445774
ADD YZN 147,9 89557 336596
ADD OHT 224,5 11628 380753
SEARCH MQK 86,7 64601 522417
ADD TRI 867,3 1760 482082
REMOVE DCO 707,0 19398 72487
REMOVE IRX 892,3 93585 197652
REMOVE YXF 456,9 44874 271986
ADD CVI 583,7 68533 359054
REMOVE TQA 722,9 42464 506842
ADD PFB 216,4 26904 837013
ADD HIO 284,6 99162 461857
ADD EKH 336,9 346 400422
ADD ICL 15,3 53527 446184
ADD UVZ 678,5 87384 604433
ADD AJI 13,1 28481 506763
ADD SRQ 820,9 60056 520236
REMOVE HIG 633,3 46563 15669
REMOVE THC 282,9 1861 430050
UPDATE XFX KWL 65,1 73339 73387
REMOVE DDP 127,3 38566 315199
ADD NZG 916,2 8917 181491
UPDATE YDY CXD 54,7 47520 699399
REMOVE DCL 373,4 62262 403285
REMOVE CTI 574,4 18151 123276
UPDATE AEP JRI 90,2 47121 58480
ADD RQI 253,3 34167 912712
ADD WUK 787,3 27587 701806
SEARCH YDW 136,4 51419 983781
ADD TTT 42,2 51239 230577
ADD IXL 87,6 62970 656042
UPDATE AID WDP 6,0 10120 252366
SEARCH KXV 234,2 3485 487573
UPDATE XOV KYF 55,9 43764 244476
ADD HPZ 210,5 22713 665553
REMOVE OQZ 484,7 82184 973133
SEARCH BIZ 297,5 63816 575132
REMOVE DJX 217,8 6007 687385
ADD LKI 328,9 28137 319297
REMOVE QXL 639,6 85803 434427
SEARCH GBI 470,8 64529 107044
REMOVE FXW 616,9 50013 516246
ADD OSX 646,3 88060 841197
REMOVE SDJ 577,6 46681 675687
SEARCH NQK 914,4 30735 997221
UPDATE MZJ KMY 96,0 35781 730209
ADD RZJ 863,3 58603 397245
UPDATE ZHH GUT 95,6 25381 587273
SEARCH TBT 735,8 13506 144764
ADD HOB 49,7 21691 389205
UPDATE OIK MLP 23,3 40073 755545
REMOVE HOJ 15,8 9948 340212
ADD WKI 572,6 18585 247762
REMOVE YXZ 570,4 84382 321001
REMOVE MFC 31,9 89510 67714
ADD OEP 979,0 33416 443349
REMOVE ZBT 476,8 92002 612814
REMOVE OWT 847,9 74420 201463
SEARCH YVO 870,2 52320 833648
ADD SIT 452,7 9469 746271
UPDATE HDI NPX 2,6 91609 213593
REMOVE RXX 637,5 39485 41096
REMOVE ZUT 492,1 89142 573058
ADD NIJ 46,0 24690 699489
ADD THY 373,4 71812 878871
ADD YVJ 884,0 45016 859542
REMOVE YAY 277,1 51099 590268
REMOVE TDB 365,3 31485 124420
ADD VJP 321,4 31922 594296
ADD HLR 776,0 72635 716566
ADD MWG 8,0 7027 495389
REMOVE HWZ 4,5 94831 942880
REMOVE GTY 634,1 34359 995494
REMOVE DJT 812,7 51743 286227
UPDATE HWN MLB 8,8 28406 219062
ADD NFH 121,8 66699 538515
REMOVE OPD 183,5 33966 739335
ADD UJY 78,0 55819 717400
ADD RTL 447,6 71003 688280
REMOVE SSF 336,5 89596 710433
UPDATE RQU DWK 18,7 7062 744802
UPDATE DCQ MMP 7,8 36110 128543
UPDATE OVV UEO 2,2 47183 229856
REMOVE UDV 315,0 66304 761036
SEARCH LPS 583,0 27279 230983
ADD CDA 365,1 59451 88207
REMOVE HMC 156,6 53498 367562
ADD XVF 441,7 73056 109600
ADD HSI 141,0 49502 658697
REMOVE GPH 950,6 88762 813098
REMOVE JPF 310,5 49014 891833
SEARCH TMP 278,9 15583 836431
REMOVE LQC 382,9 69889 556237
ADD DVG 757,0 5373 920123
UPDATE BWN ZBM 33,6 86820 6973
ADD DQQ 440,4 66101 177593
ADD URC 712,5 56001 159475
REMOVE VBT 294,9 57085 574477
ADD KLW 178,5 44434 328892
SEARCH DCR 843,3 80647 442733
UPDATE PTX ERZ 80,2 52310 773465
ADD DRV 392,3 76002 213619
SEARCH UST 38,7 65999 658721
SEARCH TTV 949,1 54796 483413
UPDATE JEF OZH 35,3 32047 572555
SEARCH JWT 430,2 90404 765598
ADD XNF 415,7 99271 466732
REMOVE CFQ 176,0 40377 359593
ADD PSP 284,7 94524 511371
REMOVE HMO 635,3 55063 216091
UPDATE MFP UVH 99,0 97903 910358
REMOVE XTR 657,6 53030 236281
ADD JYH 792,6 62365 985657
ADD NGV 292,0 90864 524991
ADD QPG 550,6 90375 985331
UPDATE WHR ATO 15,5 21710 639389
UPDATE JUB ASJ 21,1 33295 935252
UPDATE ZOO LKR 8,6 97520 377578
REMOVE HFQ 307,7 2975 507615
ADD QPX 235,4 79388 905411
SEARCH YVM 638,5 28702 204746
ADD FIY 741,2 15968 581043
REMOVE REG 541,6 29797 675751
ADD JJH 492,5 46416 326519
ADD JZH 159,2 40700 862282
REMOVE AOM 226,3 22677 909632
UPDATE BJH ONR 11,7 38693 643820
SEARCH CPN 76,4 58499 729881
ADD DXI 938,6 16662 331280
UPDATE LIZ SZW 2,9 47506 880068
REMOVE UIS 648,6 11328 398734
ADD TPH 271,4 53881 609737
UPDATE LKF FBN 52,5 75984 637687
ADD CCP 805,2 97327 866696
ADD ATL 814,9 51033 349182
REMOVE WSO 52,4 39961 338644
REMOVE VDY 157,9 29685 11651
ADD TPE 220,7 12332 169401
SEARCH WRY 909,7 44912 757895
ADD QEU 710,1 6925 590611
REMOVE KYI 994,9 55300 552563
REMOVE VCP 305,4 60603 395990
ADD RIW 652,0 99830 55331
REMOVE BZR 4,8 90609 320900
SEARCH LRE 382,1 37562 403641
ADD EWY 762,5 60569 882845
ADD UFP 36,6 49603 868022
UPDATE LGS MKR 75,8 7841 886889
SEARCH TEO 355,9 17806 562635
REMOVE SAD 869,6 75051 223928
SEARCH TRT 783,0 48116 76239
SEARCH OUA 602,5 50460 598992
UPDATE ZSE MTQ 42,9 11091 25899
UPDATE OEN NUX 85,1 39626 180066
UPDATE XRA BYQ 69,0 51771 865176
ADD JKI 877,4 92687 272248
REMOVE GWY 467,7 90278 567663
ADD GRZ 787,8 35420 534778
SEARCH KZP 381,3 64908 204960
REMOVE MHQ 805,4 94569 516276
UPDATE QMV QUQ 34,0 99179 659551
REMOVE XBO 72,3 65234 159938
ADD DBG 502,7 67483 333199
ADD AWR 566,5 93781 999005
REMOVE YLZ 447,6 40198 5140
ADD ADS 480,6 67313 262164
SEARCH CPI 256,8 23863 695155
ADD JRO 830,1 47486 469089
ADD ODM 929,6 36483 681041
UPDATE MXH GSS 74,7 1774 18821
UPDATE DHW ECB 18,0 94862 261250
SEARCH DRR 238,0 89063 785461
UPDATE XIS HCA 87,2 6020 388394
UPDATE ZJZ DZA 15,6 83975 158380
ADD JXR 238,5 30841 58449
REMOVE XPK 743,2 63796 667927
ADD ODB 486,1 81794 318382
UPDATE UJL IEE 87,9 43395 439714
ADD HZJ 954,8 10692 820948
SEARCH LYA 415,6 11499 739315
ADD ADW 641,8 17954 896414
ADD HPO 955,8 15709 551470
REMOVE OSR 370,5 45854 557275
ADD QQU 647,1 64727 878048
ADD JTG 492,3 272 900817
ADD RAX 595,4 60128 623531
ADD TDZ 337,8 2646 992359
UPDATE NMK ONT 8,6 23080 764969
REMOVE ZEU 658,9 20420 386299
ADD RHK 303,3 68758 271245
UPDATE IAE YGG 0,5 93788 862259
ADD PPP 461,3 62563 30809
ADD YFE 210,6 28902 641573
ADD RDA 892,5 32073 891886
UPDATE HKR QNW 80,1 57135 123573
REMOVE NXW 513,9 16796 891218
REMOVE DUR 179,0 36952 38709
ADD DYD 365,7 69586 795553
SEARCH DKD 426,9 56418 90466
SEARCH UPT 378,7 29334 648886
ADD GFJ 329,8 95514 599617
REMOVE ZCG 528,2 72019 232519
ADD THX 838,3 70043 859762
SEARCH JGI 497,3 4595 219248
ADD WKU 875,2 13511 335253
REMOVE QUM 564,4 47867 249223
UPDATE TGQ AXR 86,1 20131 332213
REMOVE PRP 170,1 40022 530257
REMOVE IQT 511,0 35988 674019
ADD ZGT 483,3 52965 786113
ADD OUK 533,6 80320 354882
UPDATE XRT NGY 95,5 63823 81606
ADD KSP 750,5 37020 136191
UPDATE PMP KGM 89,7 29150 990884
ADD ZLZ 163,0 52946 673713
SEARCH HSP 920,4 80297 936262
REMOVE CIY 805,8 82459 267615
SEARCH YQS 509,1 55980 581782
SEARCH YQX 484,6 44571 918405
ADD IUE 83,0 6638 407578
ADD KUS 982,1 29309 383463
ADD OAE 591,2 15824 1732
SEARCH ZGL 6,6 70772 208760
REMOVE LQU 893,2 52616 645805
REMOVE LZK 421,1 77129 669236
UPDATE EQD ROF 89,2 41316 257349
ADD PIX 149,1 93330 749552
REMOVE DQY 862,1 62161 557517
ADD JWU 839,4 32876 866751
UPDATE WVR QAF 89,1 49285 245171
ADD BID 595,3 58022 915242
REMOVE GIB 661,1 88542 23238
REMOVE XZZ 322,5 49746 147963
SEARCH EBJ 340,7 50660 206338
ADD NWX 461,2 28249 512776
ADD CPE 446,5 27080 761983
UPDATE CVO GPW 39,1 11509 769812
ADD TIJ 518,9 9550 822270
SEARCH WFR 790,8 9165 868585
ADD QKX 44,8 18636 161299
SEARCH ZVV 171,6 87576 220426
ADD FUB 169,9 29990 874713
ADD WYK 946,2 83514 572555
UPDATE LYX OEW 43,5 16918 826877
SEARCH ECO 691,1 7034 207607
ADD PLA 231,0 78695 333664
REMOVE GQI 514,2 17292 682726
REMOVE MGY 955,2 66970 871265
ADD ASZ 800,5 87321 295915
ADD AZR 291,0 96644 26426
ADD LEI 363,0 41879 517419
REMOVE NMR 436,1 62886 155197
UPDATE LQK GBS 69,9 11925 547293
ADD DBJ 907,1 59684 116592
REMOVE LAN 388,2 90278 279819
SEARCH FKV 179,3 50517 106017
SEARCH FNB 447,1 78213 626380
SEARCH IDL 324,7 82414 664165
REMOVE DAG 931,9 32656 629007
SEARCH IFW 957,9 74338 715019
REMOVE OAR 28,5 87241 100113
SEARCH YKN 987,0 53468 369237
SEARCH HPV 276,4 33614 558985
SEARCH MIB 180,8 74230 77941
SEARCH WWD 697,6 91604 189230
ADD DWY 874,5 89183 937496
UPDATE EKE NOX 80,5 91041 939795
SEARCH GYZ 167,9 71607 97241
REMOVE ZYS 693,3 66440 424317
REMOVE VBY 698,4 84812 755389
ADD FLS 640,5 244 903392
ADD GJR 83,0 1110 627971
ADD BQA 20,3 44171 70936
UPDATE XNZ QWF 35,9 27367 891166
REMOVE EMU 524,9 92084 434002
SEARCH ZVN 561,5 32694 872753
UPDATE EVO HSA 77,9 20183 122954
ADD TVL 574,1 84414 242316
SEARCH TKB 49,8 13683 165746
REMOVE XVL 734,5 53967 883445
UPDATE IEX EPI 34,4 70081 301858
ADD JYW 146,1 88317 320040
ADD YKT 62,5 25293 770124
ADD HBL 991,8 75000 209197
REMOVE QJV 177,5 71473 467739
ADD DCZ 518,4 6823 217464
ADD YCI 626,5 97837 883656
REMOVE LBZ 217,2 33760 855216
ADD HYJ 524,0 67136 479185
ADD FFW 233,4 26634 206757
ADD HNL 62,4 15252 123001
ADD QRA 260,1 9940 825762
ADD ZPI 637,2 56190 350832
SEARCH PHR 881,8 43364 985766
ADD EQH 472,1 3555 475876
REMOVE ZVC 210,2 79599 349235
UPDATE FDC AVV 95,4 85877 962581
ADD MNA 639,1 35879 247494
SEARCH OVU 142,9 65431 630037
UPDATE YAI ANQ 61,5 54974 694101
ADD VQB 806,5 21685 926389
UPDATE SUQ PYL 57,9 55589 91164
REMOVE TWL 523,4 64005 193773
REMOVE JMT 990,9 90580 331592
SEARCH AQA 32,2 25991 963727
REMOVE QRP 154,4 33588 353953
SEARCH QHF 913,7 52426 88162
UPDATE SUM KCU 22,8 22798 312537
ADD GTT 412,5 59708 681300
ADD GHW 160,8 25527 48489
ADD LWB 263,2 75623 68333
ADD GXB 85,6 75646 831764
ADD JZG 248,2 12236 305328
REMOVE ZTM 490,2 92523 690209
UPDATE OUR HYQ 43,7 26406 937640
UPDATE HNA DLW 74,1 39956 611717
ADD BTW 869,1 18651 434351
SEARCH TOU 213,4 58578 578557
ADD UBJ 846,2 23644 722253
ADD QPV 646,5 15794 816826
ADD UDQ 156,1 53311 298599
SEARCH PMU 748,0 33086 16907
ADD PIF 989,9 53078 290817
UPDATE UDH XUY 30,0 57404 133985
ADD PVT 333,1 2173 554696
REMOVE VDU 268,8 50258 288976
REMOVE XGY 754,7 12759 72716
REMOVE SMR 114,2 39107 914684
SEARCH BAJ 829,4 13883 460269
UPDATE HSG ZSA 22,8 1843 68076
ADD KLM 920,0 45894 789801
UPDATE QTL STO 52,8 88839 879193
ADD TOF 159,6 28624 727313
UPDATE CUJ XQR 47,8 92263 766430
REMOVE XIM 155,0 73696 683580
ADD GQN 977,6 57832 866814
REMOVE LDC 217,1 48075 391110
SEARCH ISW 360,4 11034 771173
ADD RLB 309,3 57954 874921
SEARCH ZHM 778,8 25695 32513
UPDATE MCO NJP 8,1 13391 24772
SEARCH LGY 717,4 88066 409114
ADD VMH 219,5 70853 969464
ADD HAN 322,4 52768 18233
UPDATE YZC HPV 70,5 70042 922753
SEARCH UUF 615,0 65882 801143
REMOVE NNN 915,9 44939 428580
REMOVE GFC 601,4 69979 718856
SEARCH QOW 696,9 24663 569161
REMOVE ZEW 337,5 67800 328700
SEARCH HID 621,6 65454 349092
SEARCH WKW 321,8 94448 29815
SEARCH TDH 127,8 74778 109178
ADD QTI 947,7 67240 988155
SEARCH NSD 818,6 89450 146127
ADD TOA 711,9 97403 721322
ADD DQW 48,9 23945 557846
ADD AOJ 953,5 41260 238321
UPDATE RIN MJJ 68,4 57397 253185
ADD PDS 97,9 12521 665712
ADD VJG 171,6 90556 169449
REMOVE IOP 902,5 3712 365860
REMOVE DVU 809,6 93720 997074
ADD TNJ 911,7 78910 460600
ADD WKO 638,2 35484 236719
UPDATE OJU PSJ 68,4 57655 802331
ADD OUO 990,0 16144 570762
ADD PBZ 468,2 74067 608584
SEARCH JHP 557,1 48780 95917
ADD CHF 916,5 5234 893082
ADD SGY 369,7 42574 981261
UPDATE QCP QUN 98,0 99203 304838
UPDATE NOJ ENH 69,9 67234 684339
UPDATE HJG QBV 27,6 42370 519947
UPDATE TTM LUJ 79,8 26463 245030
REMOVE TKU 399,5 74184 754812
SEARCH CML 825,8 41674 685100
ADD GMU 531,9 41353 783258
REMOVE TAL 204,9 37218 962758
REMOVE JTI 177,1 20049 412181
UPDATE VCQ IOU 7,6 41151 665387
ADD EIK 223,5 89303 768143
ADD IDX 610,9 66493 457493
REMOVE CEK 655,6 9882 892942
SEARCH YGJ 155,6 59268 641924
ADD HCT 703,9 23067 172298
UPDATE TMB ANE 64,1 98142 520742
SEARCH FAI 877,7 16865 550700
REMOVE KYY 255,4 60870 723272
ADD EDE 360,7 97308 538595
SEARCH WMM 930,0 39852 369399
REMOVE DJO 990,8 74987 176128
REMOVE QKT 825,7 24738 500802
REMOVE LVU 756,7 97550 685808
REMOVE HGY 516,5 75594 622930
ADD WPW 449,0 76298 958939
ADD BRW 130,2 82703 442568
ADD NKV 962,8 46180 773865
REMOVE GUA 417,5 50240 471350
ADD HYP 201,9 58454 890778
REMOVE SEO 507,2 55159 641664
REMOVE NWC 568,1 92775 286309
ADD GSN 659,8 8917 471251
SEARCH BYD 237,4 34956 300289
ADD ETT 276,3 73870 711975
UPDATE BKL YDH 33,2 63 408365
SEARCH TZC 154,6 18424 369666
UPDATE AXU TUW 51,2 28343 863184
ADD OUN 465,6 78772 549888
REMOVE PGF 806,4 62074 265629
ADD GMF 32,0 33648 752899
REMOVE YKR 631,2 79428 230432
SEARCH GZW 213,0 61848 919820
UPDATE BDH ASZ 30,8 40974 54369
UPDATE HUZ WVF 81,6 67076 204689
UPDATE OKA DJP 91,7 54976 105827
ADD ILV 308,1 19281 496585
REMOVE HTB 735,8 23245 685320
